Timestamp, yaw, pitch, roll
0.0,0.0764340014761,-0.00855341951172,-0.26107729981
0.017,0.08527744951,-0.009434368514,-0.255829913134
0.042,0.0865860761835,-0.00731169216003,-0.256599878175
0.059,0.0879685697543,-0.00508018312775,-0.257502760046
0.076,0.089003655751,-0.00294096287152,-0.258929147698
0.092,0.0901719923486,-0.000789512562021,-0.260796859877
0.109,0.0918172889155,0.0022834218423,-0.263353051333
0.126,0.0926151633332,0.00419388533414,-0.265045551584
0.143,0.0929452813642,0.00532036535793,-0.265459398024
0.159,0.0936562653018,0.00633197368416,-0.265720030567
0.176,0.0941659890343,0.00770606378851,-0.265979692809
0.193,0.0943520769984,0.00872545453623,-0.266458182345
0.21,0.0943330856823,0.00929409324165,-0.266614213896
0.226,0.0939065692906,0.00977592286724,-0.266409082187
0.243,0.0927736566089,0.0102272510865,-0.265435278277
0.259,0.0908119822071,0.00990504344299,-0.263874742385
0.276,0.0871894479451,0.00863343392813,-0.261178622371
0.293,0.0822303141731,0.00615318195619,-0.257397111625
0.309,0.0776917615792,0.00362103382109,-0.252905462685
0.327,0.0721405944254,0.000835214553105,-0.248166509564
0.343,0.0665893112558,-0.00143050115188,-0.241507218352
0.359,0.0605667386165,-0.0046764587571,-0.232894282229
0.376,0.0540454764941,-0.00827746420937,-0.22332868775
0.393,0.0464609293832,-0.0113246032955,-0.212402087179
0.41,0.0396386303181,-0.0142095617545,-0.202049339954
0.426,0.0319928757083,-0.0167203501781,-0.191256379739
0.443,0.0242803188468,-0.0190014520381,-0.180260549162
0.46,0.0166824473147,-0.0210057617571,-0.169338793072
0.477,0.00833264757859,-0.0223178324045,-0.157030779936
0.493,0.000250262311898,-0.0246538177693,-0.145739009797
0.511,-0.00759872193099,-0.0260381712628,-0.1348937823
0.526,-0.0156841887391,-0.0271187335245,-0.124609556643
0.543,-0.0234673711965,-0.0285855947511,-0.113801840977
0.56,-0.0305499405745,-0.0302756864044,-0.10403468864
0.577,-0.0370781541084,-0.0320212493597,-0.096873727737
0.593,-0.0436310145245,-0.0333299751313,-0.0909992035409
0.61,-0.0484988988631,-0.0352326099735,-0.0873436191895
0.627,-0.0532518721151,-0.0364859330133,-0.0850017626479
0.643,-0.0578224262222,-0.0373849950228,-0.0834283024073
0.66,-0.0612203594088,-0.038632291593,-0.0818407631031
0.677,-0.0646534568117,-0.0391750581033,-0.0801276794949
0.693,-0.0680482815475,-0.0393946446419,-0.0789001424005
0.71,-0.0704670605586,-0.0390801193925,-0.0779813157095
0.728,-0.0727447315271,-0.0382719534761,-0.0780532994768
0.744,-0.0750190385558,-0.0373738188539,-0.0783947155545
0.76,-0.0771029153288,-0.0362980308902,-0.079286911225
0.777,-0.0786980290997,-0.0354626058276,-0.0791786265338
0.795,-0.0816464230499,-0.0343630514478,-0.0782536215764
0.811,-0.0849604182927,-0.0340960681631,-0.0781086226732
0.827,-0.0884691199235,-0.0333920745871,-0.0783263051184
0.845,-0.0926982317913,-0.0328414486746,-0.0783647559396
0.861,-0.0964516201359,-0.0320894343683,-0.0781554025869
0.877,-0.100303775298,-0.03132719974,-0.0780784554095
0.894,-0.104513364197,-0.0311324418255,-0.078159197591
0.911,-0.108922794181,-0.0309296821677,-0.0794320874868
0.927,-0.114335850016,-0.0297984703137,-0.0793001184624
0.944,-0.120585118196,-0.0290259344168,-0.079905574014
0.963,-0.127610630939,-0.0278055362266,-0.0805416046172
0.978,-0.135713336766,-0.0263692413755,-0.0814687824165
0.994,-0.145069913197,-0.0253078141253,-0.0829001513937
1.011,-0.154863248842,-0.0234738158477,-0.0845283444151
1.028,-0.165049654626,-0.0219091042166,-0.0859498889339
1.044,-0.176245342577,-0.0203109336511,-0.0874923164771
1.061,-0.18658671559,-0.0183701605802,-0.0878500603527
1.078,-0.197418098287,-0.0165831708738,-0.0876814466532
1.094,-0.208962527261,-0.0148007745336,-0.0874250763305
1.111,-0.220073093979,-0.0125546746564,-0.0870944131991
1.128,-0.231960469735,-0.0107095953784,-0.0863219685468
1.145,-0.243915070276,-0.009296346692,-0.0847418285287
1.161,-0.256055337521,-0.00836928470398,-0.082031146902
1.178,-0.267970928941,-0.0076792284145,-0.0788808581074
1.195,-0.279872711545,-0.0075563615094,-0.0762814985299
1.212,-0.290982425596,-0.00771098861483,-0.0729299103268
1.228,-0.301648466598,-0.0081359775587,-0.0707345095451
1.245,-0.311630588546,-0.00870485922608,-0.0687752400075
1.262,-0.320129131569,-0.0090258269465,-0.0669896818067
1.278,-0.327867349957,-0.0104941717317,-0.0662635830699
1.295,-0.335059957101,-0.0121048245761,-0.0663023342144
1.312,-0.341091047332,-0.0132652054574,-0.0655434209372
1.329,-0.346120325387,-0.0154187364119,-0.0667760941738
1.346,-0.349621975582,-0.0182907317463,-0.0676552236047
1.362,-0.352703811933,-0.0202381601765,-0.0689130116613
1.379,-0.353598475454,-0.0223852127831,-0.0717376206384
1.396,-0.354756779471,-0.0243754527991,-0.0744000674746
1.412,-0.355351125791,-0.0259267402836,-0.0777752597888
1.429,-0.354910088037,-0.0273350658722,-0.081476038392
1.446,-0.353311478004,-0.0285268918718,-0.0856694533075
1.462,-0.35160222094,-0.0293792235488,-0.0895116078608
1.479,-0.350808534959,-0.0302104480478,-0.0933157327636
1.495,-0.350181860335,-0.0319868505405,-0.0957992166916
1.512,-0.349765112004,-0.0323304400674,-0.0951379820162
1.529,-0.350028288304,-0.0329643479801,-0.0942554159141
1.546,-0.350282305135,-0.0333262252088,-0.0936344757151
1.562,-0.350702368449,-0.0345983030778,-0.0929495057938
1.579,-0.351245885974,-0.0353596401956,-0.0920427740583
1.596,-0.353326365798,-0.0366722235127,-0.0899873621355
1.612,-0.355430983129,-0.037437697576,-0.0881423714274
1.629,-0.358073711634,-0.0384791284412,-0.0863875733778
1.646,-0.360970541017,-0.0394080092566,-0.0843106013806
1.663,-0.363116295133,-0.0395322776424,-0.0833259686715
1.679,-0.366450241654,-0.0401313443401,-0.081969681996
1.696,-0.368105859285,-0.0403322618409,-0.0809710671752
1.713,-0.371488218479,-0.0400796219293,-0.0798852880413
1.729,-0.373055682343,-0.0402873796417,-0.079276025614
1.746,-0.374450836379,-0.0403144041248,-0.0786282501235
1.763,-0.375590500589,-0.0404973447423,-0.0783042088521
1.779,-0.377525338661,-0.0406905981691,-0.0776343491735
1.796,-0.378884940282,-0.0404928873881,-0.077290365936
1.813,-0.379982286555,-0.0401505354794,-0.0769751024057
1.83,-0.380520634678,-0.039887255884,-0.0769818779269
1.846,-0.381565320398,-0.0397451501766,-0.0768406609841
1.863,-0.382578990506,-0.0395239416109,-0.0764368032583
