Timestamp, yaw, pitch, roll
0.0,0.00868820114495,-0.0608223415294,-0.103503152176
0.018,0.0112224303229,-0.0707286042755,-0.109841438178
0.041,0.0106994795546,-0.0724709987597,-0.111181206801
0.057,0.0104308489163,-0.0728773286685,-0.111599105287
0.073,0.00984846599517,-0.0741037062124,-0.111726030707
0.09,0.00955034633777,-0.074681519108,-0.111891781979
0.107,0.00868341294505,-0.0758445281426,-0.111882753948
0.123,0.00747070776047,-0.0776068568963,-0.111403715271
0.14,0.00657285278959,-0.0789480449887,-0.111227737844
0.157,0.00536502978704,-0.0799091367186,-0.111236523486
0.173,0.00440813336019,-0.0807725564592,-0.11147905592
0.19,0.00378389603522,-0.0813184931916,-0.111730470363
0.207,0.00271256260887,-0.0825208044727,-0.112027231099
0.223,0.00227808768661,-0.0833235336902,-0.112244932976
0.24,0.00189017048167,-0.0843387115108,-0.112689656455
0.257,0.00166556471013,-0.0848813008271,-0.113024886893
0.274,0.00184379486166,-0.0850276490947,-0.113187062223
0.29,0.00198406800532,-0.085168081784,-0.113345600862
0.307,0.00275157708638,-0.0849999768111,-0.113361276158
0.324,0.00372545270451,-0.0844458979754,-0.113256612091
0.34,0.00477545252094,-0.0834303327447,-0.113051973688
0.357,0.00564104377268,-0.0819096627068,-0.113015984913
0.374,0.00666153451143,-0.080538874246,-0.112839508331
0.39,0.0066540202718,-0.0797396921288,-0.112831154016
0.407,0.00690975924304,-0.0787630032663,-0.112777641603
0.424,0.0069442759731,-0.0779774481211,-0.112644346675
0.441,0.00670963024615,-0.0777918322913,-0.112591441675
0.457,0.00638404379445,-0.0775579113399,-0.112549846172
0.474,0.00600991050948,-0.0778733453708,-0.112570595913
0.492,0.00547886482848,-0.0787133282676,-0.112407810536
0.509,0.00510971129756,-0.0800051562421,-0.112225023827
0.525,0.00500959342741,-0.0817569081914,-0.111994673869
0.541,0.00464991846774,-0.083990639452,-0.111519456923
0.557,0.0049184099685,-0.0857158858568,-0.110873305628
0.575,0.0052086565916,-0.0865162317552,-0.110376907029
0.591,0.00575998526211,-0.0872515726981,-0.109561981057
0.608,0.0070184806834,-0.0878594179617,-0.108724643507
0.624,0.00838058154647,-0.0885258339728,-0.107596841795
0.641,0.00968413823521,-0.0890293906592,-0.106505054676
0.658,0.0111991686634,-0.0895835394789,-0.105544810012
0.674,0.0134630708751,-0.0899604715689,-0.104137450898
0.691,0.0160872770044,-0.0905346229165,-0.103047797555
0.708,0.0173711702009,-0.0913624569583,-0.102481939873
0.725,0.0195438657875,-0.0925646571588,-0.102480070191
0.741,0.0220379785434,-0.0936963211583,-0.101876372768
0.758,0.0248466746069,-0.095199563125,-0.101613133777
0.775,0.0273815038041,-0.0962923278233,-0.101033844282
0.792,0.0306760339245,-0.0974066918641,-0.100775705331
0.808,0.0331604824504,-0.0979340714388,-0.10007797854
0.825,0.0371863943861,-0.0974559139163,-0.0990660808046
0.842,0.0404459361901,-0.0962957937559,-0.0976355739528
0.858,0.0445883148965,-0.093846922863,-0.0965025008121
0.875,0.0491527440653,-0.090361131213,-0.0954030904878
0.892,0.0540954399907,-0.0867833798554,-0.0943501045597
0.909,0.0588981781814,-0.083011799431,-0.0931732759386
0.927,0.0638547784088,-0.0788928282659,-0.0920477557737
0.942,0.0692424864824,-0.0741658550977,-0.0905033007603
0.959,0.0751441492358,-0.0686365378615,-0.0883121955178
0.975,0.0814347048766,-0.0628078321849,-0.0864729961122
0.992,0.0877551780033,-0.0563604763157,-0.0846319360078
1.009,0.0948270696947,-0.0490913087233,-0.0825974849445
1.025,0.103000623931,-0.0418707731158,-0.080968575485
