Timestamp, yaw, pitch, roll
0.0,0.043502950115,-0.0104500287869,-0.0724392201358
0.034,0.0406789056678,-0.0092213568867,-0.0582482902603
0.05,0.0369299049318,-0.00944387414146,-0.0433337772776
0.067,0.0345137880657,-0.0103568523126,-0.0352300853923
0.083,0.0319896625468,-0.0107944676963,-0.0290156800493
0.1,0.028316714625,-0.0110124963869,-0.0231411208863
0.117,0.0243811324395,-0.0116032266199,-0.0177818951823
0.134,0.0211649780808,-0.0117019126858,-0.0122706225213
0.15,0.0178483660429,-0.0131824777328,-0.00744190233727
0.167,0.0152619349068,-0.0150153972721,-0.00351017857137
0.184,0.0125009970704,-0.0166472629775,-0.000147829136399
0.2,0.0105679526772,-0.0185348502792,0.00199937245127
0.217,0.00884999438276,-0.0197163803351,0.00357876798447
0.234,0.00763042822872,-0.0215444167084,0.00570558278294
0.251,0.00740095590718,-0.0229201593494,0.00897429377139
0.267,0.0074843021199,-0.0245700626736,0.0124907993467
0.284,0.00752464189649,-0.0255148169063,0.0157263597848
0.3,0.00833639208587,-0.0260306812255,0.0169836946452
0.318,0.00892445685974,-0.0261712418859,0.0172949554881
0.334,0.00937004820491,-0.0261158703892,0.0174454404979
0.351,0.00940815561984,-0.0261413163311,0.0177211123415
0.368,0.00955337765063,-0.0263837051606,0.0187199522192
0.384,0.00890295009398,-0.0271902277484,0.023624009254
0.401,0.00620111219916,-0.0280866707492,0.032853773291
0.417,0.00210878805425,-0.0289570259703,0.0414928594276
0.434,-0.00263587104288,-0.0298858400176,0.0485994903794
0.451,-0.00797964642597,-0.0302086463942,0.0540614251471
0.469,-0.013682333011,-0.0303960427357,0.0576859569872
0.485,-0.0202233270079,-0.0306150329006,0.0599005657196
0.501,-0.0266751238389,-0.0305139669077,0.0601302330139
0.518,-0.0327755505019,-0.0313117518841,0.0572893974437
0.534,-0.0393630396806,-0.0322973382166,0.0503491569074
0.551,-0.0451342873335,-0.0315506491607,0.0389490669108
0.568,-0.0503128039295,-0.031811200936,0.024601670549
0.585,-0.0550453085512,-0.0322983638035,0.00957967801627
0.602,-0.0590691646937,-0.0320512290612,-0.00493874388791
0.618,-0.061815458882,-0.0318769125064,-0.0166074809891
0.635,-0.0631668317796,-0.0327531284234,-0.0251103354168
0.651,-0.06401019884,-0.0354421526214,-0.0319987016128
0.668,-0.0646030643735,-0.0363372828554,-0.0379049074338
0.685,-0.0653387966503,-0.0353735756999,-0.0456145008274
0.701,-0.0660403660923,-0.0320164007085,-0.0557259321783
0.718,-0.0676669386633,-0.0291208724638,-0.0665668061396
0.735,-0.0682404921417,-0.0268972533699,-0.0797423278113
0.752,-0.0688607477559,-0.0254700241187,-0.0934807827466
0.768,-0.0693536411522,-0.022638226752,-0.10636701653
0.785,-0.0707916719999,-0.0192158375998,-0.116072848541
0.802,-0.0720461741777,-0.0157716971308,-0.120665613962
0.818,-0.0729382753249,-0.0129981316297,-0.122832962044
0.835,-0.0738823881126,-0.0104156342091,-0.123581200757
0.852,-0.0748858234426,-0.0077618996544,-0.122594030732
0.868,-0.0751096509874,-0.00759630538581,-0.120464246242
0.887,-0.0754390971727,-0.00794302805892,-0.119317034473
0.902,-0.0754698793202,-0.00825879262116,-0.119589819009
0.919,-0.0757735261362,-0.00862183311238,-0.120593007651
0.935,-0.0755805201979,-0.00902368606331,-0.121431670407
0.952,-0.0754767759795,-0.00936495120338,-0.121798130679
0.969,-0.0753976669187,-0.00970829618808,-0.122065141968
0.985,-0.0756927278415,-0.00994861484578,-0.12229721619
1.002,-0.0748228863394,-0.0131118329748,-0.12207390306
1.02,-0.075649760591,-0.0121542090301,-0.119939491377
1.04,-0.0748495620937,-0.0132874154427,-0.116316771713
1.054,-0.0740508745546,-0.013433434759,-0.114331210715
1.069,-0.0741528902964,-0.0108903863463,-0.112627227042
1.086,-0.0746493553748,-0.0180170514231,-0.112879500914
1.102,-0.074807185591,-0.0167483216386,-0.113515131131
1.119,-0.0747576381052,-0.0180302782335,-0.112489477592
1.136,-0.0728999150404,-0.0218666612042,-0.109716660363
1.153,-0.0673648520291,-0.0254574461251,-0.106551239075
1.169,-0.0622508096857,-0.0245161432852,-0.108213779028
1.186,-0.0568980215136,-0.0285165850519,-0.114452055574
1.203,-0.0497390200127,-0.0398347474382,-0.125774687412
1.219,-0.0449993322173,-0.0473378956758,-0.132820033252
1.236,-0.0415295542537,-0.047475911272,-0.137277262737
1.253,-0.03563887992,-0.0459283891093,-0.13982497863
1.269,-0.0264219319697,-0.0443538263485,-0.146526952686
1.286,-0.0193922523738,-0.0405674494131,-0.15179922981
1.303,-0.017458193451,-0.0355732737354,-0.153198193913
1.32,-0.017136136375,-0.0292190507142,-0.1467655611
1.336,-0.0128324735243,-0.0257826867235,-0.139559050389
1.353,-0.00703163004591,-0.023593277128,-0.142986295862
1.37,-0.00697613778407,-0.0259798776058,-0.155195823506
1.387,-0.0109349442159,-0.0267875746864,-0.16867637756
1.403,-0.016382511088,-0.0275190819907,-0.178906209515
1.42,-0.0207737952999,-0.0258378998944,-0.185402173197
1.436,-0.0232142290058,-0.0273975717686,-0.187481269097
1.453,-0.0242684043016,-0.0256165700519,-0.186733641705
1.47,-0.0232315959449,-0.0226079630378,-0.185760450196
1.486,-0.0225646767215,-0.0176720763459,-0.185885613226
1.503,-0.0224542191912,-0.011186811163,-0.183549339702
1.52,-0.0214037828382,-0.00475008577893,-0.17879333794
1.537,-0.0198216693205,0.001200004596,-0.171711502912
1.553,-0.0164018883678,0.00437077277308,-0.164734608409
1.57,-0.0142660968058,0.00651966399059,-0.154858572162
1.587,-0.0124632334292,0.00825484544861,-0.143322307682
1.604,-0.0111013345221,0.00819334655985,-0.13353780848
1.62,-0.0103552723712,0.010294400985,-0.1264773194
1.637,-0.0104504098865,0.0136035400441,-0.119348701638
1.654,-0.0109335424106,0.0125702984028,-0.110143973972
1.67,-0.0119166787196,0.0104687809526,-0.10115044046
1.687,-0.0145384430545,0.0118347921821,-0.0945753000608
1.704,-0.0168134316515,0.0132562971441,-0.0908012808271
1.72,-0.0188022985744,0.0153012059349,-0.0857502205348
1.737,-0.0227162905245,0.0239579366252,-0.0819339200699
1.754,-0.0306997634202,0.0363392149449,-0.0740290108772
1.771,-0.040156598887,0.0477664591878,-0.0602526725928
1.787,-0.0495177098625,0.0563658270245,-0.0460714431146
1.804,-0.058777887017,0.0611264182447,-0.0344803750763
1.821,-0.0664782952679,0.0645098331518,-0.0223137783206
1.837,-0.0739463149471,0.0677214868438,-0.00829064556513
1.854,-0.0826237675097,0.0701484700219,0.00572361520556
1.871,-0.0895659621837,0.0686896178924,0.0187357354968
1.889,-0.0949282841529,0.0643851365951,0.029072878091
1.904,-0.0991193469215,0.0639892640937,0.0362581872659
1.921,-0.10239437664,0.0684598149404,0.0422710569996
1.938,-0.105852790171,0.0732067490257,0.050781872095
1.955,-0.108220646457,0.0739434356638,0.0611004217282
1.971,-0.109405617415,0.0713392250056,0.070858246873
1.988,-0.110539531142,0.0651850917837,0.0789791548184
2.005,-0.112890124345,0.0555706348457,0.084388294315
2.021,-0.117188829144,0.0459719644881,0.0890804691437
2.038,-0.122764934548,0.0411208138171,0.0926196194178
2.055,-0.130191890768,0.0400020554376,0.0933515198172
2.071,-0.138158085741,0.0404622318981,0.0936266224498
2.088,-0.145320492773,0.0419123647592,0.0943070178694
2.105,-0.151756705864,0.041058224164,0.0957518716035
2.122,-0.156587458748,0.0397477376201,0.0966273428433
2.138,-0.159914356095,0.039724326526,0.0958749855499
2.155,-0.164266619251,0.0381515521894,0.0943995422333
2.172,-0.167274772623,0.0369084332074,0.0928396692674
2.188,-0.169897082483,0.0352306469213,0.0912845617093
2.205,-0.171045689252,0.03164901453,0.091720131538
2.222,-0.171226856885,0.0261646435678,0.0967351961191
2.238,-0.170205764923,0.0206761174522,0.105041070998
2.255,-0.169268725058,0.0172514249395,0.110757345315
2.272,-0.169413654994,0.0161237450638,0.111954907177
2.288,-0.169099150571,0.0183388631745,0.109037142123
2.305,-0.169187698356,0.0196105328487,0.107922625265
2.322,-0.169200080513,0.0198772565091,0.108324633275
2.339,-0.168888506383,0.0199070099196,0.10908749222
2.355,-0.167413025466,0.0190651309082,0.110059982756
2.372,-0.16508095299,0.0165690526443,0.110797005276
