frame,value
0,50.029701
1,49.535812
2,49.506626
3,49.449188
4,49.575050
5,49.402756
6,49.383560
7,49.334534
8,49.330944
9,49.212784
10,49.144989
11,49.001526
12,49.099354
13,48.968887
14,48.751415
15,48.790497
16,48.776337
17,48.805473
18,48.647270
19,48.591232
20,48.562683
21,48.599331
22,48.563560
23,48.464081
24,48.334606
25,49.732033
26,48.994617
27,48.390820
28,47.991367
29,48.504478
30,48.330299
31,48.365101
32,47.881023
33,48.363155
34,48.090866
35,48.207153
36,47.874302
37,48.258194
38,47.854958
39,48.155445
40,47.931675
41,48.166153
42,47.636307
43,48.051144
44,47.914253
45,48.070038
46,47.635609
47,47.974369
48,47.848396
49,48.039173
50,49.537243
51,49.289543
52,48.927780
53,48.896072
54,48.821308
55,48.824558
56,48.697777
57,48.614429
58,48.319145
59,48.532780
60,48.531197
61,48.530331
62,48.362488
63,48.514740
64,48.442375
65,48.580719
66,48.464909
67,48.540333
68,48.435982
69,48.517868
70,48.394207
71,48.483131
72,48.309082
73,48.257442
74,48.019192
75,49.532539
76,49.081253
77,49.044544
78,48.609974
79,48.851723
80,48.629631
81,48.674046
82,48.317814
83,48.651775
84,48.501694
85,48.582664
86,48.185566
87,48.503532
88,48.295635
89,48.348804
90,48.067898
91,48.407127
92,48.214645
93,48.295853
94,47.954323
95,48.340363
96,48.169987
97,48.282745
98,47.927948
99,48.248119
100,49.417358
101,49.004494
102,48.595184
103,48.836685
104,48.692749
105,48.741642
106,48.478706
107,48.649197
108,48.611954
109,48.636711
110,48.372299
111,48.554546
112,48.505722
113,48.493717
114,48.269905
115,48.457432
116,48.365334
117,48.079483
118,47.938931
119,48.134384
120,48.120594
121,48.273338
122,48.135609
123,48.237598
124,48.163757
125,49.480171
126,48.723957
127,48.867695
128,48.642288
129,48.729233
130,48.396599
131,48.651169
132,48.536915
133,48.660004
134,48.276848
135,48.539337
136,48.403458
137,48.529453
138,48.214775
139,48.474251
140,48.298687
141,48.422104
142,47.913170
143,48.231140
144,48.141006
145,48.317677
146,47.956223
147,48.238564
148,48.112354
149,48.263599
150,49.193707
151,49.022694
152,48.575657
153,48.627026
154,48.367809
155,48.503887
156,48.461639
157,48.493256
158,48.238693
159,48.353966
160,48.297859
161,48.455780
162,48.243809
163,48.319141
164,48.258419
165,48.264351
166,48.168564
167,48.264137
168,48.160767
169,48.151417
170,47.830715
171,48.083111
172,48.024227
173,47.940758
174,47.551174
175,49.400230
176,48.775173
177,48.887703
178,48.481483
179,48.732456
180,48.508583
181,48.538036
182,48.227726
183,48.476818
184,48.126507
185,48.228329
186,47.977657
187,48.287842
188,48.147221
189,48.220806
190,47.919113
191,48.255817
192,48.050724
193,48.142731
194,47.801804
195,48.190582
196,47.941776
197,48.050777
198,47.756050
199,48.109509
200,49.270214
201,49.031811
202,48.546310
203,48.796879
204,48.724300
205,48.703663
206,48.351036
207,48.329559
208,48.308220
209,48.338066
210,48.098213
211,48.249313
212,48.219929
213,48.254684
214,47.985336
215,48.204487
216,48.139565
217,48.165443
218,47.876980
219,48.100452
220,48.047100
221,47.928493
222,47.685261
223,47.923340
224,47.918343
225,49.377228
226,48.686279
227,48.796482
228,48.623032
229,48.741787
230,48.393116
231,48.629139
232,48.479603
233,48.471706
234,48.181286
235,48.381577
236,48.256680
237,48.386330
238,48.045921
239,48.297928
240,48.166603
241,48.306824
242,47.953056
243,48.248096
244,48.137039
245,48.164822
246,47.962891
247,48.091476
248,48.094757
249,48.089447
250,51.307171
251,50.708279
252,50.656239
253,50.420685
254,50.574951
255,50.196068
256,50.146805
257,49.643860
258,49.600311
259,49.566696
260,49.610199
261,49.512890
262,49.426708
263,49.376301
264,49.320175
265,49.235744
266,49.115738
267,49.222603
268,49.157730
269,49.126114
270,48.881641
271,48.982395
272,48.985386
273,48.690395
274,48.467678
275,49.545456
276,48.675941
277,48.820019
278,48.563114
279,48.716133
280,48.123901
281,48.465988
282,48.302891
283,48.445030
284,48.079231
285,48.363605
286,48.237358
287,48.327957
288,47.955265
289,48.247631
290,48.111744
291,48.269909
292,47.998577
293,48.237648
294,48.094635
295,48.226570
296,47.880470
297,48.008930
298,47.909317
299,48.067444
300,49.380726
301,49.158215
302,48.958927
303,48.964214
304,48.965656
305,48.959831
306,48.866688
307,48.855770
308,48.571575
309,48.666931
310,48.650681
311,48.661148
312,48.373428
313,48.562958
314,48.535500
315,48.540009
316,48.330605
317,48.475895
318,48.420574
319,48.441391
320,48.054775
321,48.309147
322,48.330399
323,48.226643
324,47.882118
325,49.403084
326,48.775688
327,48.829159
328,48.414356
329,48.724228
330,48.506088
331,48.529800
332,48.205391
333,48.576408
334,48.413734
335,48.498249
336,48.144516
337,48.499027
338,48.315281
339,48.400322
340,48.166557
341,48.415279
342,48.248890
343,48.372372
344,48.287590
345,48.368618
346,48.334293
347,48.334641
348,48.204163
349,47.708900
350,49.384892
351,49.095505
352,48.785172
353,48.894951
354,48.823257
355,48.857986
356,48.727276
357,48.742966
358,48.664772
359,48.644695
360,48.328396
361,48.499561
362,48.474045
363,48.495071
364,48.302811
365,48.431271
366,48.423836
367,48.372028
368,48.082024
369,48.292377
370,48.292221
371,48.336128
372,48.073734
373,48.301987
374,48.297039
375,49.328381
376,48.745251
377,48.881874
378,48.753292
379,48.832684
380,48.453533
381,48.724976
382,48.590004
383,48.732624
384,48.320042
385,48.569695
386,48.437504
387,48.486206
388,48.210472
389,48.419201
390,48.285446
391,48.367973
392,47.943996
393,48.299431
394,48.186489
395,48.341282
396,47.945839
397,48.298569
398,48.049862
399,48.209343
400,49.236931
401,49.072060
402,48.811584
403,48.790100
