frame,value
0,49.754822
1,49.174652
2,49.177864
3,49.152969
4,49.226784
5,49.036098
6,49.018570
7,48.977161
8,48.933472
9,48.843628
10,48.783405
11,48.634350
12,48.448830
13,48.489002
14,48.375988
15,48.407101
16,48.278698
17,48.376621
18,48.255409
19,48.134090
20,47.978573
21,48.137486
22,48.151287
23,48.007973
24,47.695671
25,49.713200
26,49.005035
27,48.449364
28,48.069187
29,48.517033
30,48.350143
31,48.363632
32,47.990704
33,48.329105
34,48.125401
35,48.216560
36,48.016319
37,48.284016
38,47.991863
39,48.151566
40,47.994869
41,48.192497
42,47.802635
43,48.088020
44,47.997761
45,48.055717
46,47.750553
47,47.991753
48,47.918648
49,47.884235
50,49.515938
51,49.215233
52,48.927349
53,48.879162
54,48.808140
55,48.785156
56,48.677441
57,48.581051
58,48.455387
59,48.561115
60,48.556473
61,48.565529
62,48.474319
63,48.558952
64,48.472885
65,48.518742
66,48.407215
67,48.496292
68,48.430847
69,48.417671
70,48.315884
71,48.373562
72,48.251774
73,48.245113
74,48.104477
75,49.465328
76,49.065250
77,49.002064
78,48.701195
79,48.843555
80,48.608017
81,48.650082
82,48.377480
83,48.645939
84,48.515045
85,48.549656
86,48.280056
87,48.524021
88,48.328926
89,48.376499
90,48.166725
91,48.416943
92,48.284660
93,48.323803
94,48.100151
95,48.345768
96,48.242447
97,48.308037
98,48.063328
99,48.032173
100,49.374844
101,49.027153
102,48.744392
103,48.866585
104,48.705544
105,48.731201
106,48.549660
107,48.654987
108,48.624409
109,48.668003
110,48.499168
111,48.583267
112,48.517334
113,48.504372
114,48.391865
115,48.480137
116,48.420895
117,48.144554
118,48.085503
119,48.194412
120,48.194344
121,48.253040
122,48.126389
123,48.178265
124,48.105236
125,49.413681
126,48.772396
127,48.874874
128,48.659019
129,48.726807
130,48.447842
131,48.638069
132,48.564407
133,48.654312
134,48.321999
135,48.505970
136,48.441452
137,48.532310
138,48.311893
139,48.489471
140,48.386238
141,48.476559
142,48.087326
143,48.306080
144,48.273350
145,48.366104
146,48.117294
147,48.219616
148,48.124313
149,48.089790
150,49.092808
151,48.901855
152,48.472759
153,48.542736
154,48.393826
155,48.447750
156,48.395802
157,48.422771
158,48.316753
159,48.306358
160,48.270035
161,48.330238
162,48.116184
163,48.180412
164,48.149902
165,48.143707
166,48.078995
167,48.165691
168,48.064194
169,48.088360
170,47.975140
171,48.125561
172,48.016754
173,47.964577
174,47.697258
175,49.286293
176,48.784176
177,48.835392
178,48.553978
179,48.755875
180,48.568413
181,48.561165
182,48.364143
183,48.534988
184,48.246132
185,48.310459
186,48.163559
187,48.329254
188,48.261929
189,48.300671
190,48.109005
191,48.305492
192,48.174572
193,48.222935
194,48.007912
195,48.204285
196,48.078636
197,48.104240
198,47.946560
199,47.971416
200,49.163128
201,49.029850
202,48.633892
203,48.764259
204,48.702229
205,48.681293
206,48.457111
207,48.289478
208,48.278965
209,48.316463
210,48.163479
211,48.277580
212,48.243752
213,48.271446
214,48.094566
215,48.229778
216,48.157784
217,48.198177
218,48.018635
219,48.156109
220,48.095196
221,47.955791
222,47.812405
223,47.957321
224,47.928070
225,49.218445
226,48.718540
227,48.780685
228,48.631565
229,48.715042
230,48.457352
231,48.604748
232,48.488491
233,48.470016
234,48.231701
235,48.356609
236,48.296886
237,48.387787
238,48.142452
239,48.289494
240,48.223000
241,48.294296
242,48.078163
243,48.256744
244,48.162884
245,48.089268
246,47.979374
247,48.059513
248,48.054649
249,48.017197
250,50.835102
251,50.222206
252,50.122822
253,49.986797
254,50.116978
255,49.824173
256,49.829117
257,49.278954
258,49.308132
259,49.261456
260,49.270451
261,49.197189
262,49.100704
263,49.085297
264,49.034851
265,49.016144
266,48.952045
267,48.984077
268,48.897236
269,48.888546
270,48.705116
271,48.744511
272,48.722973
273,48.638611
274,48.652184
275,49.357437
276,48.661194
277,48.687393
278,48.546093
279,48.668404
280,48.178230
281,48.449467
282,48.308849
283,48.407318
284,48.169544
285,48.326427
286,48.256855
287,48.312344
288,48.099213
289,48.255623
290,48.164417
291,48.218681
292,48.084923
293,48.215263
294,48.136436
295,48.188412
296,48.040218
297,47.769821
298,47.682484
299,47.713146
300,49.233662
301,49.083286
302,48.953674
303,48.904968
304,48.875851
305,48.920033
306,48.792648
307,48.797462
308,48.655357
309,48.646042
310,48.608311
311,48.623573
312,48.491962
313,48.555408
314,48.493275
315,48.516434
316,48.442135
317,48.487976
318,48.364799
319,48.400425
320,48.174824
321,48.289013
322,48.301186
323,48.256180
324,48.136478
325,49.259491
326,48.756920
327,48.798012
328,48.509212
329,48.719357
330,48.513111
331,48.507648
332,48.271000
333,48.530960
334,48.441650
335,48.519890
336,48.269436
337,48.472218
338,48.336872
339,48.388199
340,48.274563
341,48.408001
342,48.188137
343,48.265171
344,48.110100
345,48.255409
346,48.205036
347,48.225018
348,48.017067
349,47.872505
350,49.272964
351,49.061775
352,48.843693
353,48.875965
354,48.813988
355,48.773464
356,48.579243
357,48.636471
358,48.571606
359,48.576019
360,48.397175
361,48.496254
362,48.441719
363,48.471916
364,48.381042
365,48.457420
366,48.442383
367,48.384815
368,48.257660
369,48.366550
370,48.330605
371,48.357040
372,48.230171
373,48.264538
374,48.070526
375,49.247128
376,48.817242
377,48.921757
378,48.823448
379,48.845108
380,48.533600
381,48.738888
382,48.607513
383,48.717506
384,48.403084
385,48.553024
386,48.405907
387,48.440247
388,48.249634
389,48.383839
390,48.312168
391,48.341515
392,48.076900
393,48.299351
394,48.245255
395,48.347652
396,48.102535
397,48.281834
398,48.097660
399,48.078224
400,49.128628
401,48.950905
402,48.729168
403,48.700214
404,48.533085
405,48.544144
406,48.461666
407,48.515842
408,48.258198
409,48.323589
410,48.300018
411,48.318596
412,48.175407
413,48.241989
414,48.180634
415,48.222034
416,48.091408
417,48.171692
418,48.130154
419,48.119732
420,48.024464
421,48.125240
422,48.093376
423,48.076733
424,47.931854
425,49.233681
426,48.742916
427,48.766323
428,48.381458
