frame,value
200,0.995389
201,0.995207
202,0.994762
203,0.995010
204,0.994908
205,0.994924
206,0.994578
207,0.994456
208,0.994408
209,0.994459
210,0.994200
211,0.994362
212,0.994310
213,0.994358
214,0.994065
215,0.994322
216,0.994212
217,0.994259
218,0.993933
219,0.994181
220,0.994094
221,0.994011
222,0.993695
223,0.993961
224,0.993944
225,0.995488
226,0.994921
227,0.995020
228,0.994865
229,0.994919
230,0.994622
231,0.994856
232,0.994724
233,0.994646
234,0.994372
235,0.994578
236,0.994453
237,0.994555
238,0.994236
239,0.994500
240,0.994377
241,0.994477
242,0.994123
243,0.994442
244,0.994330
245,0.994316
246,0.994113
247,0.994253
248,0.994250
249,0.994232
250,0.997205
251,0.996784
252,0.996743
253,0.996572
254,0.996730
255,0.996411
256,0.996379
257,0.995976
258,0.995941
259,0.995891
260,0.995917
261,0.995823
262,0.995763
263,0.995686
264,0.995641
265,0.995553
266,0.995413
267,0.995512
268,0.995456
269,0.995412
270,0.995156
271,0.995241
272,0.995253
273,0.995017
274,0.994826
275,0.995641
276,0.994871
277,0.995004
278,0.994740
279,0.994823
280,0.994221
281,0.994581
282,0.994407
283,0.994507
284,0.994107
285,0.994417
286,0.994265
287,0.994292
288,0.993865
289,0.994191
290,0.994036
291,0.994176
292,0.993852
293,0.994136
294,0.993970
295,0.994079
296,0.993682
297,0.993797
298,0.993668
299,0.993837
300,0.995287
301,0.995084
302,0.994883
303,0.994904
304,0.994912
305,0.994910
306,0.994799
307,0.994813
308,0.994529
309,0.994640
310,0.994593
311,0.994636
312,0.994323
313,0.994537
314,0.994481
315,0.994531
316,0.994296
317,0.994460
318,0.994360
319,0.994417
320,0.993991
321,0.994291
322,0.994289
323,0.994198
324,0.993850
325,0.995379
326,0.994886
327,0.994903
328,0.994515
329,0.994770
330,0.994622
331,0.994627
332,0.994294
333,0.994632
334,0.994537
335,0.994601
336,0.994233
337,0.994552
338,0.994418
339,0.994469
340,0.994214
341,0.994441
342,0.994263
343,0.994379
344,0.994241
345,0.994345
346,0.994304
347,0.994303
348,0.994124
349,0.993679
350,0.995350
351,0.995117
352,0.994813
353,0.994922
354,0.994826
355,0.994874
356,0.994732
357,0.994761
358,0.994660
359,0.994665
360,0.994321
361,0.994496
362,0.994435
363,0.994492
364,0.994269
365,0.994409
366,0.994376
367,0.994346
368,0.994009
369,0.994247
370,0.994211
371,0.994287
372,0.993974
373,0.994245
374,0.994200
375,0.995255
376,0.994741
377,0.994861
378,0.994742
379,0.994781
380,0.994455
381,0.994728
382,0.994603
383,0.994702
384,0.994319
385,0.994584
386,0.994479
387,0.994439
388,0.994155
389,0.994405
390,0.994273
391,0.994324
392,0.993886
393,0.994279
394,0.994162
395,0.994286
396,0.993841
397,0.994260
398,0.993960
399,0.994125
400,0.995180
401,0.995070
402,0.994819
403,0.994804
404,0.994639
405,0.994660
406,0.994575
407,0.994693
408,0.994405
409,0.994517
410,0.994454
411,0.994470
412,0.994348
413,0.994464
414,0.994359
415,0.994320
416,0.994136
417,0.994256
418,0.994148
419,0.994139
420,0.994050
421,0.994192
422,0.994120
423,0.994146
424,0.994015
425,0.995197
426,0.994676
427,0.994634
428,0.994199
429,0.994482
430,0.994371
431,0.994410
432,0.994026
433,0.994325
434,0.994215
435,0.994305
436,0.993900
437,0.994234
438,0.994059
439,0.994079
440,0.993486
441,0.993996
442,0.993821
443,0.993944
444,0.993607
445,0.993966
446,0.993753
447,0.993900
448,0.993386
449,0.993918
450,0.995144
451,0.994828
452,0.994211
453,0.994488
454,0.994415
455,0.994466
456,0.994189
457,0.994384
458,0.994353
459,0.994429
460,0.994011
461,0.994350
462,0.994292
463,0.994287
464,0.993937
465,0.994149
466,0.994096
467,0.994127
468,0.993692
469,0.994031
470,0.994020
471,0.994183
472,0.994007
473,0.994217
474,0.994126
475,0.995201
476,0.994415
477,0.994279
478,0.994129
479,0.994236
480,0.993955
481,0.994243
482,0.994075
483,0.994165
484,0.993803
485,0.994092
486,0.993944
487,0.994044
488,0.993609
489,0.993859
490,0.993704
491,0.993857
492,0.993570
493,0.993811
494,0.993672
495,0.993867
496,0.993518
497,0.993683
498,0.993739
499,0.993695
500,0.997093
501,0.996608
502,0.996658
503,0.996546
504,0.996701
505,0.996475
506,0.996491
507,0.996397
508,0.996445
509,0.996294
510,0.996278
511,0.996184
512,0.996217
513,0.996024
514,0.995939
515,0.995856
516,0.995838
517,0.995755
518,0.995631
519,0.995647
520,0.995263
521,0.995462
522,0.995345
523,0.995308
524,0.994909
525,0.995367
526,0.994455
527,0.994483
528,0.993823
529,0.994366
530,0.994254
531,0.994316
532,0.993691
533,0.994231
534,0.994187
535,0.994341
536,0.994003
537,0.994175
538,0.994130
539,0.994119
540,0.993926
541,0.994092
542,0.994000
543,0.993948
544,0.993383
545,0.993843
546,0.993820
547,0.993690
548,0.993312
549,0.993361
550,0.995353
551,0.994989
552,0.994551
553,0.994770
554,0.994672
555,0.994675
556,0.994229
557,0.994531
558,0.994452
559,0.994470
560,0.994026
561,0.994313
562,0.994347
563,0.994393
564,0.993998
565,0.994247
566,0.994240
567,0.993877
568,0.993582
569,0.993972
570,0.993924
571,0.993968
572,0.993662
573,0.993909
574,0.993877
575,0.995229
576,0.994250
577,0.994463
578,0.994293
579,0.994386
580,0.993811
581,0.994292
582,0.994139
583,0.994272
584,0.993962
585,0.994237
586,0.994118
587,0.994271
588,0.994149
589,0.994314
590,0.994121
591,0.994247
592,0.994133
593,0.994167
594,0.993739
595,0.994054
596,0.994012
597,0.994222
598,0.994056
599,0.993851
600,0.995390
601,0.995125
602,0.994722
603,0.994896
604,0.994768
605,0.994815
606,0.994374
607,0.994634
608,0.994607
609,0.994653
610,0.994317
611,0.994541
612,0.994391
613,0.994373
614,0.994100
615,0.994319
616,0.994265
617,0.994305
618,0.993933
619,0.994212
620,0.994177
621,0.994200
622,0.993785
623,0.994163
624,0.994108
625,0.995304
626,0.994471
627,0.994631
628,0.994436
629,0.994508
630,0.994145
631,0.994441
632,0.994305
633,0.994443
634,0.994112
635,0.994342
636,0.994227
637,0.994355
638,0.993973
639,0.994261
640,0.994063
641,0.994229
642,0.993802
643,0.994139
644,0.994030
645,0.994145
646,0.993741
647,0.994057
648,0.993902
649,0.994105
650,0.995126
651,0.994919
652,0.994722
653,0.994833
654,0.994288
655,0.994499
656,0.994451
657,0.994452
658,0.994200
659,0.994425
660,0.994350
661,0.994399
662,0.994083
663,0.994266
664,0.994058
665,0.994081
666,0.993781
667,0.994052
668,0.993962
669,0.994035
670,0.993606
671,0.993913
672,0.993832
673,0.993748
674,0.993358
675,0.995221
676,0.994763
677,0.994832
678,0.994356
679,0.994587
680,0.994464
681,0.994475
682,0.993993
683,0.994325
684,0.993930
685,0.994133
686,0.993728
687,0.994126
688,0.993988
689,0.994074
690,0.993683
691,0.994109
692,0.993956
693,0.994046
694,0.993593
695,0.994063
696,0.993736
697,0.993894
698,0.993607
699,0.993977
700,0.995189
701,0.995012
702,0.994342
703,0.994655
704,0.994543
705,0.994681
706,0.994532
707,0.994597
708,0.994497
709,0.994349
710,0.994043
711,0.994309
712,0.994194
713,0.994280
714,0.993987
715,0.994180
716,0.994173
717,0.994351
718,0.994184
719,0.994411
720,0.994286
721,0.994133
722,0.994112
723,0.994095
724,0.993946
725,0.995243
726,0.994604
727,0.994825
728,0.994609
729,0.994646
730,0.994337
731,0.994637
732,0.994497
733,0.994541
734,0.994207
735,0.994524
736,0.994395
737,0.994458
738,0.994144
739,0.994434
740,0.994279
741,0.994402
742,0.994078
743,0.994396
744,0.994229
745,0.994311
746,0.993981
747,0.994227
748,0.994271
749,0.994205
750,0.997043
751,0.996555
752,0.996482
753,0.996292
754,0.996454
755,0.996225
756,0.996143
757,0.995899
758,0.995813
759,0.995782
760,0.995761
761,0.995671
762,0.995661
763,0.995642
764,0.995586
765,0.995594
766,0.995507
767,0.995417
768,0.995362
769,0.995358
770,0.995190
771,0.995185
772,0.994990
773,0.995078
774,0.995016
775,0.995411
776,0.994477
777,0.994728
778,0.994505
779,0.994623
780,0.993953
781,0.994350
782,0.994095
783,0.994453
784,0.993790
785,0.994141
786,0.994027
787,0.994299
788,0.993835
789,0.994131
790,0.994215
791,0.994359
792,0.993446
793,0.993863
794,0.993916
795,0.993962
796,0.993551
797,0.993924
798,0.993909
799,0.993185
800,0.995309
801,0.995116
802,0.994742
803,0.994772
804,0.994592
805,0.994701
806,0.994594
807,0.994666
808,0.994208
809,0.994450
810,0.994479
811,0.994523
812,0.994225
813,0.994393
814,0.994391
815,0.994354
816,0.994156
817,0.994316
818,0.994327
819,0.994346
820,0.993971
821,0.994308
822,0.994217
823,0.994146
824,0.993733
825,0.995318
826,0.994874
827,0.994798
828,0.994183
829,0.994539
830,0.994429
831,0.994530
832,0.994102
833,0.994463
834,0.994284
835,0.994328
836,0.993882
837,0.994254
838,0.994099
839,0.994200
840,0.993877
841,0.994172
842,0.993940
843,0.994003
844,0.993557
845,0.994064
846,0.993890
847,0.993972
848,0.993473
849,0.993959
850,0.995067
851,0.994666
852,0.994198
853,0.994398
854,0.994403
855,0.994431
856,0.993988
857,0.994291
858,0.994303
859,0.994319
860,0.993811
861,0.994144
862,0.994147
863,0.993985
864,0.993751
865,0.994075
866,0.994103
867,0.994037
868,0.993731
869,0.994014
870,0.994005
871,0.994041
872,0.993583
873,0.993905
874,0.993924
875,0.995181
876,0.994280
877,0.994451
878,0.994352
879,0.994462
880,0.994031
881,0.994411
882,0.994162
883,0.994272
884,0.993761
885,0.994233
886,0.993980
887,0.994151
888,0.993775
889,0.994075
890,0.993971
891,0.994109
892,0.993640
893,0.994051
894,0.993866
895,0.993973
896,0.993470
897,0.993847
898,0.993711
899,0.993862
900,0.995279
901,0.995177
902,0.995005
903,0.995041
904,0.994924
905,0.994986
906,0.994882
907,0.994868
908,0.994783
909,0.994805
910,0.994593
911,0.994595
912,0.994228
913,0.994467
914,0.994455
915,0.994447
916,0.994027
917,0.994313
918,0.994285
919,0.994366
920,0.993621
921,0.993942
922,0.994081
923,0.993913
924,0.993257
925,0.995286
926,0.994735
927,0.994160
928,0.993865
929,0.994143
930,0.994114
931,0.994131
932,0.993836
933,0.994127
934,0.994046
935,0.994119
936,0.993724
937,0.994122
938,0.993999
939,0.994064
940,0.993519
941,0.993976
942,0.993822
943,0.993910
944,0.993550
945,0.993954
946,0.993778
947,0.993881
948,0.993512
949,0.993947
950,0.995308
951,0.994944
952,0.994431
953,0.994559
954,0.994571
955,0.994599
956,0.994353
957,0.994559
958,0.994507
959,0.994465
960,0.994232
961,0.994433
962,0.994392
963,0.994523
964,0.994349
965,0.994493
966,0.994314
967,0.994294
968,0.994229
969,0.994341
970,0.994310
971,0.994353
972,0.993844
973,0.994129
974,0.994163
975,0.995312
976,0.994617
977,0.994608
978,0.994461
979,0.994544
980,0.994257
981,0.994508
982,0.994362
983,0.994487
984,0.994099
985,0.994399
986,0.994166
987,0.994341
988,0.993947
989,0.994252
990,0.994084
991,0.994189
992,0.993887
993,0.994156
994,0.994045
995,0.994121
996,0.993841
997,0.993996
998,0.994029
999,0.994070
1000,0.997053
1001,0.996513
1002,0.996559
1003,0.996408
1004,0.996567
1005,0.996108
1006,0.996127
1007,0.996129
1008,0.996213
1009,0.995978
1010,0.995873
1011,0.995785
1012,0.995408
1013,0.995628
1014,0.995545
1015,0.995530
1016,0.995294
1017,0.995441
1018,0.995391
1019,0.995393
1020,0.995093
1021,0.995279
1022,0.995246
1023,0.995212
1024,0.994591
1025,0.995668
1026,0.994968
1027,0.994961
1028,0.994663
1029,0.994893
1030,0.994748
1031,0.994844
1032,0.994355
1033,0.994773
1034,0.994708
1035,0.994752
1036,0.994322
1037,0.994683
1038,0.994345
1039,0.994431
1040,0.994177
1041,0.994538
1042,0.994426
1043,0.994476
1044,0.994108
1045,0.994493
1046,0.994294
1047,0.994427
1048,0.993774
1049,0.994241
1050,0.995438
1051,0.995078
1052,0.994536
1053,0.994779
1054,0.994668
1055,0.994676
1056,0.994276
1057,0.994505
1058,0.994517
1059,0.994507
1060,0.994291
1061,0.994462
1062,0.994358
1063,0.994358
1064,0.994023
1065,0.994242
1066,0.994241
1067,0.994240
1068,0.993853
1069,0.994138
1070,0.994176
1071,0.994145
1072,0.993937
1073,0.994109
1074,0.994160
1075,0.995399
1076,0.994762
1077,0.994876
1078,0.994678
1079,0.994685
1080,0.994287
1081,0.994610
1082,0.994479
1083,0.994656
1084,0.994335
1085,0.994592
1086,0.994470
1087,0.994485
1088,0.993929
1089,0.994304
1090,0.994190
1091,0.994323
1092,0.993814
1093,0.994244
1094,0.994136
1095,0.994308
1096,0.993937
1097,0.994224
1098,0.994115
1099,0.994240
1100,0.995150
1101,0.994912
1102,0.994707
1103,0.994751
1104,0.994334
1105,0.994614
1106,0.994524
1107,0.994362
1108,0.994215
1109,0.994396
1110,0.994358
1111,0.994354
1112,0.993897
1113,0.994241
1114,0.994311
1115,0.994284
1116,0.993965
1117,0.994157
1118,0.994223
1119,0.994230
1120,0.994030
1121,0.994180
1122,0.994185
1123,0.993838
1124,0.993459
1125,0.995399
1126,0.994832
1127,0.994738
1128,0.994274
1129,0.994555
1130,0.994478
1131,0.994513
1132,0.994260
1133,0.994478
1134,0.994395
1135,0.994419
1136,0.993828
1137,0.994308
1138,0.994211
1139,0.994246
1140,0.993841
1141,0.994270
1142,0.994155
1143,0.994242
1144,0.993965
1145,0.994249
1146,0.994163
1147,0.994224
1148,0.993839
1149,0.994207
1150,0.995327
1151,0.995138
1152,0.994652
1153,0.994670
1154,0.994572
1155,0.994643
1156,0.994572
1157,0.994616
1158,0.994477
1159,0.994591
1160,0.994508
1161,0.994571
1162,0.994241
1163,0.994490
1164,0.994472
1165,0.994532
1166,0.994091
1167,0.994345
1168,0.994369
1169,0.994393
1170,0.994102
1171,0.994322
1172,0.994319
1173,0.994189
1174,0.993923
1175,0.995440
1176,0.994744
1177,0.994773
1178,0.994468
1179,0.994680
1180,0.994631
1181,0.994639
1182,0.994284
1183,0.994520
1184,0.994340
1185,0.994340
1186,0.994102
1187,0.994370
1188,0.994305
1189,0.994387
1190,0.994062
1191,0.994343
1192,0.994229
1193,0.994319
1194,0.993987
1195,0.994297
1196,0.994246
1197,0.994033
1198,0.993613
1199,0.994113
1200,0.995352
1201,0.995170
1202,0.994775
1203,0.994987
1204,0.994850
1205,0.994838
1206,0.994538
1207,0.994732
1208,0.994605
1209,0.994459
1210,0.994201
1211,0.994380
1212,0.994295
1213,0.994441
1214,0.994371
1215,0.994357
1216,0.994003
1217,0.994282
1218,0.994292
1219,0.994302
1220,0.993963
1221,0.994239
1222,0.994187
1223,0.994079
1224,0.993880
1225,0.995474
1226,0.995177
1227,0.995153
1228,0.994764
1229,0.994980
1230,0.994911
1231,0.994910
1232,0.994517
1233,0.994758
1234,0.994660
1235,0.994697
1236,0.994504
1237,0.994703
1238,0.994645
1239,0.994714
1240,0.994329
1241,0.994586
1242,0.994336
1243,0.994327
1244,0.993883
1245,0.994326
1246,0.994285
1247,0.994352
1248,0.994205
1249,0.994175
1250,0.997180
1251,0.996788
1252,0.996848
1253,0.996666
1254,0.996794
1255,0.996341
1256,0.996190
1257,0.996147
1258,0.996070
1259,0.995903
1260,0.995885
1261,0.995879
1262,0.995614
1263,0.995679
1264,0.995665
1265,0.995645
1266,0.995351
1267,0.995520
1268,0.995441
1269,0.995365
1270,0.995157
1271,0.995342
1272,0.995367
1273,0.995308
1274,0.994681
1275,0.995808
1276,0.995323
1277,0.995290
1278,0.994786
1279,0.995070
1280,0.994982
1281,0.994959
1282,0.994534
1283,0.994890
1284,0.994790
1285,0.994834
1286,0.994506
1287,0.994896
1288,0.994749
1289,0.994774
1290,0.994424
1291,0.994746
1292,0.994411
1293,0.994741
1294,0.994403
1295,0.994535
1296,0.994242
1297,0.994546
1298,0.994384
1299,0.994505
1300,0.995435
1301,0.995215
1302,0.995040
1303,0.995163
1304,0.994840
1305,0.994862
1306,0.994801
1307,0.994827
1308,0.994447
1309,0.994655
1310,0.994561
1311,0.994616
1312,0.994289
1313,0.994479
1314,0.994445
1315,0.994457
1316,0.994305
1317,0.994435
1318,0.994412
1319,0.994396
1320,0.994090
1321,0.994376
1322,0.994332
1323,0.994211
1324,0.993860
1325,0.995462
1326,0.995111
1327,0.995125
1328,0.994645
1329,0.994866
1330,0.994807
1331,0.994833
1332,0.994213
1333,0.994620
1334,0.994536
1335,0.994587
1336,0.994246
1337,0.994517
1338,0.994447
1339,0.994472
1340,0.994165
1341,0.994465
1342,0.994341
1343,0.994441
1344,0.994036
1345,0.994388
1346,0.994277
1347,0.994330
1348,0.993906
1349,0.994315
1350,0.995517
1351,0.995227
1352,0.994912
1353,0.995070
1354,0.995020
1355,0.995148
1356,0.994995
1357,0.995054
1358,0.994947
1359,0.994952
1360,0.994696
1361,0.994857
1362,0.994805
1363,0.994811
1364,0.994650
1365,0.994772
1366,0.994767
1367,0.994787
1368,0.994490
1369,0.994694
1370,0.994672
1371,0.994703
1372,0.994425
1373,0.994648
1374,0.994585
1375,0.995003
1376,0.994481
1377,0.994487
1378,0.994399
1379,0.994338
1380,0.994118
1381,0.994529
1382,0.994411
1383,0.994474
1384,0.994074
1385,0.994392
1386,0.994321
1387,0.994407
1388,0.994146
1389,0.994364
1390,0.994284
1391,0.994587
1392,0.994166
1393,0.994284
1394,0.994218
1395,0.994345
1396,0.994267
1397,0.994011
1398,0.993645
1399,0.993700
1400,0.995689
1401,0.995494
1402,0.995197
1403,0.995248
1404,0.995001
1405,0.995058
1406,0.994953
1407,0.995007
1408,0.994807
1409,0.994892
1410,0.994822
1411,0.994770
1412,0.994708
1413,0.994812
1414,0.994795
1415,0.994788
1416,0.994671
1417,0.994776
1418,0.994704
1419,0.994681
1420,0.994561
1421,0.994627
1422,0.994305
1423,0.994272
1424,0.994152
1425,0.995527
1426,0.995162
1427,0.995112
1428,0.994739
1429,0.994887
1430,0.994756
1431,0.994769
1432,0.994214
1433,0.994531
1434,0.994414
1435,0.994459
1436,0.994014
1437,0.994399
1438,0.994251
1439,0.994203
1440,0.993874
1441,0.994161
1442,0.994058
1443,0.994099
1444,0.993842
1445,0.994167
1446,0.994078
1447,0.994146
1448,0.993723
1449,0.994131
average,0.994549
